"","VCF0006","VCF0006a","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0070b","VCF0071c","VCF0071d","VCF0072a","VCF0072b","VCF0101","VCF0102","VCF0103","VCF0104","VCF0105a","VCF0105b","VCF0106","VCF0107","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0116","VCF0118","VCF0127","VCF0127a","VCF0127b","VCF0128","VCF0130","VCF0130a","VCF0140","VCF0140a","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148a","VCF0149","VCF0150","VCF0152","VCF0156","VCF0157","VCF0205","VCF0206","VCF0207","VCF0209","VCF0210","VCF0211","VCF0212","VCF0214","VCF0217","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0234","VCF0253","VCF0290","VCF0291","VCF0301","VCF0302","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0447","VCF0450","VCF0451","VCF0471","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0502a","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0704a","VCF0705","VCF0706","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0803","VCF0804","VCF0806","VCF0809","VCF0823","VCF0824","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0867a","VCF0870","VCF0871","VCF0872","VCF0876","VCF0876a","VCF0878","VCF0879","VCF0879a","VCF0880","VCF0880a","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0900","VCF0900b","VCF0900c","VCF0901a","VCF0901b","VCF0902","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF1015","VCF1016","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9055","VCF9056","VCF9057","VCF9058","VCF9059","VCF9060","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9123","VCF9124","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"59316",4462,20164462,0,0,0,0.381,0.389,0.389,0.389,4,0,0,9,0,NA,NA,9,9,9,9,59,5,4,0,6,4,3,7,2,4,3,1,0,1,1,2,0,0,1,5,5,6,6,1,2,3,3,3,4,10,149,5,5,85,30,30,30,70,85,60,40,30,85,60,0,30,30,50,0,40,60,43,93,1,5,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,49,99,99,999,97,99,0,99,97,97,1,1,97,5,5,5,5,2,2,2,4,7,1,2,2,2,2,100,50,25,1,2,3,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,2,0,1,2,0,0,2,2,2,36,4,2,1,3,2,1,2,3,4,2,1,3,1,2,2,5,3,2,5,5,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,3,18,4818,"TX18",48,"TX",12,1,2,2,1,5,1,1,9,9,9,1,52,9,30,1,1,5,2,2,1,0,9,0,1,1,3,7,2,2,2,1,1,3,3,3,3,5,1,1,1,2,82,996,996,996,996,996,2,2,3,4,5,4,9,7,7,7,7,7,9,1,99,99,1,2,2,6,2,2,-9,1,2,6,0,1,1,1,1,5,5,5,5,1,1,2,1,1,1,1,-9,1,2,1,1,2,3,-7,2,4,2,1,1,1,1,1,5,-9,-9,2,3,1,3,3,3,3,5,2,4,4,3,2,2,2,2,1,1,2,-9,-9,2,-9,40,50,85,4,4,4,4,3,2,2,1,-9,1,2
"59317",4463,20164463,0,0,0,1.688,1.726,1.726,1.726,4,0,0,9,0,NA,NA,9,9,9,9,49,4,3,1,5,3,3,2,1,2,3,1,1,4,2,2,0,0,2,5,5,2,2,1,2,1,4,4,1,40,400,0,0,40,50,97,50,60,50,50,30,97,97,97,1,50,40,50,0,60,40,49,98,1,5,1,4,3,2,1,2,2,1,1,2,1,2,2,1,5,5,5,49,99,13,54,97,17,0,9,97,93,1,1,97,1,5,5,5,2,9,5,7,1,1,1,1,2,1,50,0,0,1,2,3,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,5,9,1,0,2,2,2,49,9,0,4,7,2,3,7,1,7,1,1,3,3,3,3,4,2,5,5,4,3,3,3,1,1,1,3,3,2,3,2,1,3,1,2,1,26,1226,"FL26",12,"FL",21,1,2,2,5,5,3,3,9,9,9,2,56,13,40,2,4,2,3,2,1,1,0,0,1,1,1,7,2,2,2,5,3,5,3,3,1,3,2,1,1,1,21,70,0,0,70,50,5,1,7,5,1,7,7,7,1,1,1,1,1,2,99,99,1,2,1,3,7,2,-9,1,1,9,10,1,1,1,3,5,5,5,5,2,1,2,2,2,2,2,2,3,4,3,5,2,3,2,2,4,2,3,1,2,1,1,6,0,5,1,5,2,3,3,3,1,1,1,5,2,1,2,2,1,4,2,2,2,-9,-9,2,1,60,15,100,1,1,1,1,2,-9,-9,1,2,1,1
"59318",4464,20164464,0,0,0,1.069,1.098,1.098,1.098,4,1,1,9,0,NA,NA,9,9,9,9,48,4,3,1,5,3,3,3,1,4,4,2,1,1,1,2,0,0,2,4,4,6,6,5,2,1,1,1,4,10,400,5,5,70,70,70,85,70,70,70,70,50,97,60,60,50,70,70,70,99,85,79,69,1,5,1,4,3,2,1,1,1,1,1,2,2,1,1,5,5,1,5,84,37,30,50,70,30,97,30,97,30,1,1,70,1,5,5,1,2,1,1,7,3,2,1,1,1,3,0,100,50,2,1,2,0,0,0,7,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,7,6,0,2,2,2,49,4,2,2,1,2,0,1,4,7,3,1,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,4,5,1,1,1,1,1,3,1,1,7,407,"AZ07",4,"AZ",12,1,2,2,1,1,1,3,9,9,9,1,27,8,70,1,2,2,5,2,5,0,1,9,1,2,3,7,2,2,2,1,3,1,2,2,1,3,1,1,1,1,21,999,60,60,999,40,2,4,1,4,6,1,5,3,1,1,7,1,7,2,99,99,2,1,1,7,8,1,1,1,1,8,4,5,5,3,5,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,3,3,2,-7,2,4,4,4,2,5,2,1,5,5,4,1,3,2,3,1,3,3,3,4,2,3,2,1,1,1,1,2,2,2,-9,-9,1,1,70,-9,100,2,4,4,3,3,1,1,1,2,1,1
"59320",4466,20164466,0,0,0,0.743,0.767,0.767,0.767,4,0,0,9,0,NA,NA,9,9,9,9,64,5,4,2,1,1,1,7,2,3,4,2,3,1,1,2,0,0,4,5,5,5,5,1,1,7,1,1,3,10,998,5,5,70,70,70,31,61,70,70,85,70,0,85,15,70,40,70,15,50,97,8,43,5,2,3,2,1,1,1,1,1,2,2,1,1,1,2,5,1,1,1,15,35,45,45,0,40,30,50,40,40,2,4,0,5,1,1,1,2,2,2,2,4,1,1,2,1,2,50,50,0,1,2,3,1,1,1,1,2,2,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,49,6,3,5,4,1,0,7,2,3,6,2,5,5,3,2,5,2,3,5,5,5,4,5,5,4,1,5,5,3,4,3,3,1,1,1,3,5,405,"AZ05",4,"AZ",55,2,0,2,1,5,9,9,1,9,1,6,20,14,60,5,2,5,1,4,5,1,0,0,2,1,1,7,2,2,2,5,0,4,4,4,2,1,1,2,1,1,21,16,61,61,16,17,2,1,1,1,7,1,2,5,7,6,2,7,4,2,99,99,2,1,2,5,5,2,-9,2,3,7,2,5,5,3,5,4,5,4,4,2,2,3,1,2,2,3,1,3,4,1,1,1,1,-9,3,6,4,3,1,1,1,3,5,5,5,-9,4,4,1,3,3,1,4,3,4,4,2,2,2,2,2,1,1,2,-9,-9,2,-9,61,50,70,4,4,4,4,2,1,1,1,1,1,2
"59321",4467,20164467,0,0,0,0.441,0.451,0.451,0.451,4,0,0,9,0,NA,NA,9,9,9,9,45,4,3,2,1,1,1,7,2,4,2,2,3,1,1,2,0,0,2,5,5,6,6,1,1,2,4,4,1,10,400,5,5,72,15,70,61,85,51,51,87,40,50,31,50,50,61,93,15,33,60,50,50,1,5,1,4,2,1,1,1,1,2,2,1,1,2,2,5,1,5,1,20,70,50,50,40,50,0,50,85,50,1,1,40,5,5,5,5,2,1,1,5,3,1,1,3,3,2,50,50,0,1,1,2,0,0,0,7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,4,0,2,2,2,49,3,1,7,5,2,1,7,4,3,4,1,1,1,2,4,3,4,3,5,5,5,5,3,1,1,1,5,5,2,3,2,1,1,1,1,3,14,1714,"IL14",17,"IL",55,2,0,2,5,5,9,9,9,9,9,6,20,2,62,1,3,3,3,2,1,0,1,9,1,1,3,7,2,2,2,5,0,5,2,2,3,3,2,1,1,1,21,71,51,51,71,50,4,4,5,5,3,5,5,4,4,5,1,5,1,1,99,99,2,1,1,5,5,2,-9,1,2,5,3,3,3,3,3,5,5,2,5,1,2,2,3,2,2,2,2,1,1,1,1,1,2,-9,2,4,4,4,1,1,3,4,3,5,5,2,3,4,1,3,3,1,4,5,1,4,2,1,2,2,4,2,1,2,-9,-9,2,-9,30,51,61,3,6,4,1,2,1,1,2,1,1,2
"59322",4468,20164468,0,0,0,0.741,0.758,0.758,0.758,4,0,0,9,0,NA,NA,9,9,9,9,0,0,0,1,1,1,1,7,2,4,3,1,4,1,1,2,0,0,4,2,2,6,6,1,1,7,1,1,3,10,99,1,5,71,80,80,80,50,32,97,97,80,15,52,85,80,40,51,0,85,15,50,15,7,1,3,4,3,1,2,1,1,2,2,1,2,1,1,5,1,1,1,43,8,56,9,0,15,85,97,0,0,2,4,0,5,1,1,5,2,2,2,2,5,1,1,3,1,2,25,50,0,2,2,3,2,2,2,2,2,2,4,4,4,2,2,1,1,1,1,1,1,1,2,1,1,9,5,2,2,2,81,6,3,6,6,2,0,7,0,4,6,1,3,5,1,2,5,2,4,5,5,5,4,3,1,1,1,5,5,3,4,2,1,2,2,1,3,6,106,"AL06",1,"AL",55,2,0,2,1,5,9,9,1,9,1,6,1,27,70,5,2,3,1,2,5,1,0,0,2,2,3,7,2,2,2,5,5,4,2,2,5,1,2,2,2,1,21,51,71,71,51,85,1,2,1,1,7,2,1,6,5,6,3,6,4,2,99,99,1,2,1,1,9,1,2,3,2,0,8,5,5,4,5,2,2,3,3,2,2,3,3,3,2,3,-9,2,3,1,2,2,1,-7,1,2,4,2,1,1,2,3,9,1,9,1,3,3,3,1,1,3,5,2,4,4,2,2,2,2,2,1,1,1,-9,-9,1,-9,51,70,99,2,2,2,2,2,1,2,1,1,1,1
"59323",4469,20164469,0,0,0,1.062,1.087,1.087,1.087,4,0,0,9,0,NA,NA,9,9,9,9,60,5,4,2,6,4,3,7,2,4,1,2,3,5,3,1,11,1,1,2,2,6,6,1,2,3,1,1,3,50,220,0,0,60,97,70,15,97,97,0,50,85,85,97,15,70,15,70,70,50,85,50,85,1,5,1,4,2,2,1,2,1,1,1,1,1,2,2,1,5,5,1,35,85,43,93,70,85,0,0,97,70,1,1,70,5,5,5,5,2,2,2,2,6,1,1,1,3,2,25,50,0,1,2,3,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,2,2,1,7,1,1,2,2,2,0,2,1,1,1,2,0,1,4,4,4,1,3,1,2,3,2,3,1,1,1,1,2,3,1,1,1,3,3,2,3,2,2,2,2,1,2,5,3605,"NY05",36,"NY",55,2,0,2,1,5,9,9,1,9,1,5,57,3,40,1,1,4,4,1,1,1,0,0,1,1,1,1,1,1,2,5,5,5,4,5,5,3,1,1,2,1,12,85,999,85,999,70,2,6,4,3,5,3,2,6,7,7,1,7,7,2,99,99,2,1,2,10,0,1,1,1,1,8,0,3,3,1,4,5,5,5,5,1,1,1,1,2,1,4,1,2,3,1,1,1,1,-7,2,4,4,2,2,5,1,1,2,2,8,2,3,3,3,3,1,3,5,2,4,5,2,1,1,1,3,1,1,2,-9,-9,1,-9,70,30,70,2,1,2,1,3,-9,-9,1,1,1,1
"59324",4470,20164470,0,0,0,3.427,3.508,3.508,3.508,4,0,0,9,0,NA,NA,9,9,9,9,47,4,3,1,2,2,2,7,2,2,1,2,2,6,2,1,12,2,1,4,4,3,3,1,2,1,1,1,3,60,135,0,0,60,97,97,85,60,50,60,70,60,97,85,50,60,85,50,50,60,60,74,74,6,1,3,3,3,1,1,1,2,2,1,1,1,1,1,1,5,5,5,68,68,35,45,85,30,50,40,97,97,1,1,85,5,5,5,5,2,1,1,6,2,1,1,3,2,3,75,100,0,1,2,3,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,2,1,2,1,0,2,2,2,54,4,2,5,1,1,3,2,4,9,5,1,2,3,2,2,2,3,3,5,5,3,3,3,1,1,1,3,3,2,3,1,1,2,1,1,1,24,3624,"NY24",36,"NY",55,2,0,2,1,1,9,9,9,9,9,6,51,4,85,1,1,2,1,1,1,1,0,0,1,1,3,7,2,2,2,1,3,1,1,3,3,3,1,2,1,1,12,50,60,50,60,999,1,4,2,4,5,4,6,5,2,5,4,3,2,2,99,99,2,1,2,5,5,2,-9,1,1,5,5,1,2,4,2,2,3,3,4,1,1,2,3,2,1,3,2,3,4,1,1,2,2,-7,2,4,4,2,1,1,1,1,5,5,5,1,4,3,3,1,3,3,3,2,4,3,2,2,1,2,2,1,1,1,-9,-9,1,-9,60,60,85,4,4,4,2,2,-9,-9,1,2,1,1
"59325",4471,20164471,0,0,0,0.47,0.482,0.482,0.482,4,0,0,9,0,NA,NA,9,9,9,9,26,2,2,2,5,3,3,1,1,3,4,2,2,1,1,2,0,0,2,3,3,5,5,9,2,1,1,1,3,10,400,5,5,70,60,70,85,97,97,70,85,70,70,97,0,30,75,70,70,50,70,35,85,2,5,1,3,1,2,1,1,1,1,1,1,1,2,2,1,5,5,1,15,65,33,33,30,15,0,50,70,61,1,1,30,1,5,5,1,2,1,1,3,1,1,1,1,3,2,25,50,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,5,9,0,0,2,2,2,35,9,0,9,1,2,0,9,2,2,9,1,1,1,2,2,3,2,3,1,1,3,3,5,5,4,1,4,5,1,2,2,1,1,2,1,2,35,635,"CA35",6,"CA",12,1,2,2,1,5,1,3,9,9,9,1,38,55,65,1,1,5,1,2,1,0,1,9,1,1,3,7,2,2,2,5,3,4,1,2,2,3,1,2,2,1,51,50,990,990,990,50,2,5,4,1,1,4,2,7,7,7,7,7,1,1,99,99,2,1,2,8,1,2,-9,1,2,6,2,4,4,3,5,5,5,5,5,1,2,2,1,2,2,4,2,2,3,1,1,2,1,-9,2,4,2,2,1,1,1,1,5,8,3,2,3,3,3,3,3,3,3,3,2,5,2,1,1,2,4,2,2,2,-9,-9,2,1,50,60,80,5,7,1,3,3,1,2,1,1,1,1
"59326",4472,20164472,0,0,0,0.912,0.933,0.933,0.933,4,0,0,9,0,NA,NA,9,9,9,9,51,4,3,1,1,1,1,7,2,4,2,2,4,1,1,2,0,0,3,4,4,6,7,5,1,1,6,6,2,10,502,5,1,97,55,82,61,50,77,65,61,67,40,61,69,59,52,85,51,31,84,55,36,6,1,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,35,43,65,65,27,79,42,50,2,72,2,4,27,1,1,1,1,2,2,2,2,7,1,1,1,3,1,25,0,0,1,2,3,1,1,1,1,2,2,2,2,4,9,2,2,1,1,1,2,3,2,1,1,7,2,5,2,2,1,43,3,1,7,7,2,0,6,4,2,4,1,1,5,3,4,2,3,2,5,4,5,4,5,1,1,1,2,1,3,4,3,3,3,2,2,3,10,1710,"IL10",17,"IL",55,2,0,2,1,5,9,9,1,9,2,5,50,4,61,5,2,4,3,2,1,5,0,0,2,1,3,3,1,1,1,5,5,2,4,4,3,1,3,2,2,1,21,44,73,73,44,85,1,4,2,1,7,2,2,4,5,5,2,7,5,2,99,99,1,1,1,7,6,2,-9,3,3,6,2,3,4,1,5,3,3,5,5,2,2,3,2,3,2,3,1,2,3,1,2,2,2,-9,3,6,4,2,1,1,1,2,6,3,8,-9,2,3,3,3,1,1,4,3,4,4,2,1,1,1,2,1,1,2,3,-9,1,-9,51,81,94,4,4,4,2,2,3,-9,1,1,1,1
"59328",4474,20164474,0,0,0,0.439,0.449,0.449,0.449,4,0,0,9,0,NA,NA,9,9,9,9,37,3,2,1,1,1,1,7,2,4,2,2,4,1,1,2,0,0,4,5,5,6,7,1,1,2,6,6,1,10,998,5,5,50,60,60,30,40,85,15,40,60,85,50,15,60,50,60,50,0,70,50,85,3,2,1,2,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,43,93,43,78,85,70,0,15,97,85,1,1,85,1,5,5,1,2,2,2,2,6,1,2,2,2,2,100,50,25,1,2,3,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,2,2,1,7,1,1,2,2,2,14,2,1,3,4,2,0,3,3,5,2,2,5,1,3,5,1,4,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,1705,"IL05",17,"IL",14,1,1,1,1,5,1,1,1,1,1,1,27,2,50,1,1,3,4,2,5,1,0,0,1,1,3,7,2,2,2,5,1,2,4,4,2,3,1,3,2,1,21,70,15,15,70,50,2,3,3,3,4,3,2,7,7,7,2,7,5,1,99,99,2,1,2,8,0,1,1,1,1,8,0,2,5,1,2,5,5,5,5,1,1,1,1,2,1,3,1,1,2,1,1,3,2,2,3,6,4,1,2,4,1,1,2,3,9,-9,2,2,1,3,1,1,5,3,4,4,2,2,2,1,3,1,1,2,-9,-9,1,-9,70,50,60,2,3,3,3,3,1,2,1,2,1,2
"59329",4475,20164475,0,0,0,1.27,1.313,1.313,1.313,4,0,0,9,0,NA,NA,9,9,9,9,66,6,4,2,1,1,1,7,2,2,4,2,4,5,3,2,0,0,4,5,5,3,3,1,1,1,6,6,2,50,998,0,0,50,50,97,50,15,50,60,70,85,70,15,97,50,50,50,50,50,50,84,37,6,1,3,3,2,1,1,1,2,2,1,1,1,1,2,5,5,5,1,30,80,50,50,60,50,0,50,70,85,1,2,60,5,5,5,5,2,1,1,3,6,1,1,3,3,2,50,50,0,1,2,3,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,5,9,1,0,2,2,2,54,4,2,5,2,1,1,6,4,9,5,2,5,1,1,3,2,3,2,5,4,3,3,3,1,2,5,5,5,1,2,1,1,1,1,1,3,4,404,"AZ04",4,"AZ",55,2,0,2,1,1,9,9,9,9,9,6,16,47,60,4,2,3,4,2,1,5,0,0,2,1,3,7,2,2,2,5,0,3,2,3,4,3,1,2,1,1,21,60,60,60,60,15,2,5,5,5,4,3,4,6,7,7,3,7,6,2,99,99,2,1,2,5,3,2,-9,2,2,7,1,2,3,3,3,3,4,3,5,2,1,1,1,2,2,2,1,3,4,1,1,2,1,-9,1,2,4,4,1,1,1,2,8,7,4,-9,2,2,3,1,1,3,5,4,3,5,2,2,2,2,2,1,1,1,-9,-9,1,-9,15,30,70,3,5,2,2,3,-9,-9,1,2,1,1
"59330",4476,20164476,0,0,0,1.574,1.612,1.612,1.612,4,0,0,9,0,NA,NA,9,9,9,9,46,4,3,2,1,1,1,7,2,2,2,2,3,1,1,2,0,0,2,5,5,3,3,1,1,1,1,1,3,10,400,5,5,97,97,97,50,50,50,50,97,97,15,97,50,97,50,97,50,50,50,33,33,4,2,2,1,2,1,1,1,1,2,2,2,2,2,1,5,1,5,1,38,28,45,55,15,50,60,40,0,15,2,4,15,5,1,1,1,1,2,2,2,6,1,1,3,3,1,50,0,0,1,2,3,1,1,1,1,0,0,0,0,3,4,2,1,1,1,1,1,1,1,2,5,9,0,0,2,2,2,49,9,0,4,4,1,0,4,4,2,2,2,5,5,2,1,1,3,1,1,2,5,5,5,1,1,1,5,5,3,4,3,2,1,1,1,3,1,1701,"IL01",17,"IL",55,2,0,2,5,5,9,9,9,9,9,5,3,1,50,5,1,3,4,3,5,5,0,9,0,1,3,7,2,2,2,5,3,3,1,3,3,1,2,2,1,1,21,50,50,50,50,50,4,6,2,7,6,2,2,2,6,4,1,4,6,2,99,99,2,1,2,5,5,2,-9,3,1,5,0,5,5,5,5,4,4,4,5,2,2,2,2,2,2,2,2,2,3,1,1,2,2,-7,2,4,4,1,1,1,2,3,10,5,5,2,2,2,3,1,3,3,3,4,3,5,3,2,2,2,5,2,1,2,-9,-9,2,-9,100,100,100,4,4,4,4,2,1,2,1,2,1,1
"59331",4477,20164477,0,0,0,0.847,0.867,0.867,0.867,4,0,0,9,0,NA,NA,9,9,9,9,32,2,2,2,1,1,1,7,2,3,2,2,4,1,1,2,0,0,1,5,5,5,5,1,1,1,4,4,1,10,220,5,5,50,30,60,20,97,60,30,70,20,50,40,35,60,20,60,20,50,40,43,58,2,5,1,3,2,1,1,1,1,1,2,1,1,1,1,5,1,5,1,43,43,99,999,35,99,50,99,50,70,2,3,35,1,1,5,1,2,9,5,1,7,1,1,1,1,1,0,0,0,1,2,3,0,0,3,4,2,1,0,0,1,9,2,2,1,1,1,1,2,2,2,1,6,5,5,2,2,2,34,3,1,4,2,1,0,6,4,9,1,2,5,1,3,1,1,1,2,5,5,3,3,3,1,2,1,5,5,2,3,2,3,2,2,1,3,16,1716,"IL16",17,"IL",24,1,1,1,9,5,3,2,2,1,1,2,49,1,30,5,1,5,1,2,1,1,0,0,0,1,3,2,1,2,1,5,3,4,1,1,4,1,2,2,3,1,21,50,50,50,50,50,9,4,1,1,6,1,2,7,7,7,6,7,7,2,99,99,1,2,1,2,0,2,-9,1,1,0,1,4,4,3,5,4,5,4,4,2,2,2,2,3,2,1,1,2,3,1,1,2,1,1,2,4,4,1,1,1,2,1,3,0,10,2,3,2,1,1,1,3,4,3,1,3,3,2,2,2,3,2,1,2,-9,-9,1,-9,20,20,50,2,6,1,2,3,1,2,1,1,1,1
"59332",4478,20164478,0,0,0,0.851,0.87,0.87,0.87,4,0,0,9,0,NA,NA,9,9,9,9,52,4,3,2,1,1,1,7,2,3,2,2,4,1,1,2,0,0,2,2,2,4,4,1,1,1,4,4,1,10,400,5,5,50,50,50,40,50,50,70,95,50,30,85,30,50,40,50,30,50,50,30,50,2,5,1,3,3,1,1,1,1,2,2,1,1,2,2,1,1,5,1,23,58,50,50,30,50,15,50,40,30,2,3,30,5,1,5,1,1,2,2,2,5,1,1,3,1,1,25,0,0,1,2,3,0,0,3,4,2,0,0,0,6,3,2,1,1,1,1,1,1,1,2,1,6,5,5,2,2,2,59,5,3,5,3,1,0,4,2,4,4,1,3,5,2,2,3,2,3,5,5,1,2,5,5,5,5,4,5,2,3,2,2,1,2,1,3,2,2702,"MN02",27,"MN",55,2,0,2,1,5,9,9,2,9,1,6,20,6,51,4,1,5,3,2,1,5,0,0,2,1,1,7,2,2,2,5,5,4,3,3,3,1,2,2,1,2,81,996,996,996,996,996,2,5,3,3,5,5,2,3,5,5,1,3,5,2,99,99,1,2,1,4,4,2,-9,2,2,3,4,4,5,1,5,5,4,5,5,2,2,3,3,3,2,2,1,1,2,1,1,2,1,-9,2,4,4,1,2,4,1,2,6,2,8,2,4,2,3,1,3,3,4,3,2,4,2,1,2,2,2,1,1,2,-9,-9,1,-9,50,50,85,2,4,3,1,2,1,2,1,2,1,1
"59334",4480,20164480,0,0,0,0.706,0.722,0.722,0.722,4,0,0,9,0,NA,NA,9,9,9,9,39,3,2,2,1,1,1,7,2,3,2,2,2,1,1,2,0,0,1,4,4,5,5,1,2,1,1,1,3,10,199,5,5,60,70,72,50,0,2,97,85,70,50,70,70,70,60,30,68,69,70,60,40,4,2,2,1,2,1,2,1,1,1,1,1,1,1,1,5,1,5,1,30,50,15,35,30,0,30,30,30,97,2,4,30,5,5,1,5,2,2,2,5,5,2,2,1,1,3,0,100,75,1,2,3,2,2,2,2,2,2,4,4,0,9,2,1,1,1,1,1,1,1,2,1,2,8,5,2,2,2,96,6,3,2,3,2,0,4,2,5,4,1,2,5,2,2,2,2,3,5,4,3,3,3,1,1,1,3,3,3,4,2,1,1,2,1,2,15,3915,"OH15",39,"OH",55,2,0,2,1,5,9,9,9,9,1,6,16,1,72,5,2,3,1,2,5,1,0,0,1,2,1,1,1,1,2,1,0,3,2,3,3,3,1,2,1,1,21,1,85,85,1,70,2,5,5,4,3,4,5,7,7,7,3,7,5,2,99,99,2,1,2,0,10,2,-9,2,3,0,10,3,3,3,3,3,3,3,3,1,2,2,1,3,2,2,2,2,3,1,2,2,1,-9,1,3,1,1,2,5,1,1,5,0,10,1,4,4,3,3,3,3,4,4,3,3,3,2,2,2,2,2,1,1,-9,-9,2,-9,50,50,97,1,1,1,1,2,1,1,1,2,1,1
